sensor_id;sensor_type;location;lat;lon;timestamp;value_type;value
21;SDS011;1;-29.848;30.922;2017-11-27T08:27:04.436770+00:00;P1;12.53
21;SDS011;1;-29.848;30.922;2017-11-27T08:52:39.541146+00:00;P2;8.57
21;SDS011;1;-29.848;30.922;2017-11-27T08:52:39.541146+00:00;P1;16.70
21;SDS011;1;-29.848;30.922;2017-11-27T08:55:32.966700+00:00;P2;8.60
21;SDS011;1;-29.848;30.922;2017-11-27T08:55:32.966700+00:00;P1;15.40
21;SDS011;1;-29.848;30.922;2017-11-27T09:05:02.371242+00:00;P2;9.18
21;SDS011;1;-29.848;30.922;2017-11-27T09:05:02.371242+00:00;P1;17.95
21;SDS011;1;-29.848;30.922;2017-11-27T09:07:55.486554+00:00;P2;7.10
21;SDS011;1;-29.848;30.922;2017-11-27T09:07:55.486554+00:00;P1;18.60
21;SDS011;1;-29.848;30.922;2017-11-27T09:10:52.635778+00:00;P2;7.87
21;SDS011;1;-29.848;30.922;2017-11-27T09:10:52.635778+00:00;P1;16.97
21;SDS011;1;-29.848;30.922;2017-11-27T10:08:31.586269+00:00;P2;6.47
21;SDS011;1;-29.848;30.922;2017-11-27T10:08:31.586269+00:00;P1;12.60
21;SDS011;1;-29.848;30.922;2017-11-27T10:11:26.959579+00:00;P2;6.20
21;SDS011;1;-29.848;30.922;2017-11-27T10:11:26.959579+00:00;P1;14.67
21;SDS011;1;-29.848;30.922;2017-11-27T10:14:28.187258+00:00;P2;6.70
21;SDS011;1;-29.848;30.922;2017-11-27T10:14:28.187258+00:00;P1;10.03
21;SDS011;1;-29.848;30.922;2017-11-27T11:28:23.486820+00:00;P2;21.47
21;SDS011;1;-29.848;30.922;2017-11-27T11:28:23.486820+00:00;P1;289.73
21;SDS011;1;-29.848;30.922;2017-11-27T11:31:30.265097+00:00;P2;17.17
21;SDS011;1;-29.848;30.922;2017-11-27T11:31:30.265097+00:00;P1;197.90
21;SDS011;1;-29.848;30.922;2017-11-27T11:34:42.274381+00:00;P2;39.80
21;SDS011;1;-29.848;30.922;2017-11-27T11:34:42.274381+00:00;P1;404.73
21;SDS011;1;-29.848;30.922;2017-11-27T11:38:55.663309+00:00;P2;11.60
21;SDS011;1;-29.848;30.922;2017-11-27T11:38:55.663309+00:00;P1;75.17
21;SDS011;1;-29.848;30.922;2017-11-27T11:41:59.724031+00:00;P2;7.50
21;SDS011;1;-29.848;30.922;2017-11-27T11:41:59.724031+00:00;P1;34.70
21;SDS011;1;-29.848;30.922;2017-11-29T05:55:24.234459+00:00;P2;9.00
21;SDS011;1;-29.848;30.922;2017-11-29T05:55:24.234459+00:00;P1;21.87
21;SDS011;1;-29.848;30.922;2017-11-29T05:55:33.165410+00:00;P2;9.00
21;SDS011;1;-29.848;30.922;2017-11-29T05:55:33.165410+00:00;P1;21.87
21;SDS011;1;-29.848;30.922;2017-11-29T05:58:18.441088+00:00;P2;9.60
21;SDS011;1;-29.848;30.922;2017-11-29T05:58:18.441088+00:00;P1;16.03
21;SDS011;1;-29.848;30.922;2017-11-29T05:58:27.203470+00:00;P2;9.60
21;SDS011;1;-29.848;30.922;2017-11-29T05:58:27.203470+00:00;P1;16.03
21;SDS011;1;-29.848;30.922;2017-11-29T06:01:12.841640+00:00;P2;8.37
21;SDS011;1;-29.848;30.922;2017-11-29T06:01:12.841640+00:00;P1;11.50
21;SDS011;1;-29.848;30.922;2017-11-29T06:01:21.598264+00:00;P2;8.37
21;SDS011;1;-29.848;30.922;2017-11-29T06:01:21.598264+00:00;P1;11.50
21;SDS011;1;-29.848;30.922;2017-11-29T07:50:42.206388+00:00;P2;8.77
21;SDS011;1;-29.848;30.922;2017-11-29T07:50:42.206388+00:00;P1;15.10
21;SDS011;1;-29.848;30.922;2017-11-29T07:53:35.417128+00:00;P2;8.50
21;SDS011;1;-29.848;30.922;2017-11-29T07:53:35.417128+00:00;P1;16.73
21;SDS011;1;-29.848;30.922;2017-11-29T07:56:28.597804+00:00;P2;8.60
21;SDS011;1;-29.848;30.922;2017-11-29T07:56:28.597804+00:00;P1;12.30
21;SDS011;1;-29.848;30.922;2017-11-29T08:01:42.570905+00:00;P2;7.57
21;SDS011;1;-29.848;30.922;2017-11-29T08:01:42.570905+00:00;P1;12.00
21;SDS011;1;-29.848;30.922;2017-11-29T08:04:39.318714+00:00;P2;8.37
21;SDS011;1;-29.848;30.922;2017-11-29T08:04:39.318714+00:00;P1;13.87
21;SDS011;1;-29.848;30.922;2017-11-29T08:07:32.899643+00:00;P2;8.30
21;SDS011;1;-29.848;30.922;2017-11-29T08:07:32.899643+00:00;P1;20.33
21;SDS011;1;-29.848;30.922;2017-11-29T08:10:26.189946+00:00;P2;8.20
21;SDS011;1;-29.848;30.922;2017-11-29T08:10:26.189946+00:00;P1;14.63
21;SDS011;1;-29.848;30.922;2017-11-29T08:13:23.193524+00:00;P2;7.87
21;SDS011;1;-29.848;30.922;2017-11-29T08:13:23.193524+00:00;P1;18.33
21;SDS011;1;-29.848;30.922;2017-11-29T08:16:16.402928+00:00;P2;8.20
21;SDS011;1;-29.848;30.922;2017-11-29T08:16:16.402928+00:00;P1;27.50
21;SDS011;1;-29.848;30.922;2017-11-29T10:15:33.745118+00:00;P2;6.83
21;SDS011;1;-29.848;30.922;2017-11-29T10:15:33.745118+00:00;P1;15.83
21;SDS011;1;-29.848;30.922;2017-11-29T10:26:57.087880+00:00;P2;6.63
21;SDS011;1;-29.848;30.922;2017-11-29T10:26:57.087880+00:00;P1;13.67
21;SDS011;1;-29.848;30.922;2017-11-29T10:36:34.164040+00:00;P2;7.10
21;SDS011;1;-29.848;30.922;2017-11-29T10:36:34.164040+00:00;P1;10.80
21;SDS011;1;-29.848;30.922;2017-11-29T10:43:04.275165+00:00;P2;7.45
21;SDS011;1;-29.848;30.922;2017-11-29T10:43:04.275165+00:00;P1;18.23
21;SDS011;1;-29.848;30.922;2017-11-29T11:47:44.508137+00:00;P2;6.57
21;SDS011;1;-29.848;30.922;2017-11-29T11:47:44.508137+00:00;P1;20.17
21;SDS011;1;-29.848;30.922;2017-11-29T11:50:39.214600+00:00;P2;6.00
21;SDS011;1;-29.848;30.922;2017-11-29T11:50:39.214600+00:00;P1;12.20
21;SDS011;1;-29.848;30.922;2017-11-29T11:53:47.881290+00:00;P2;5.07
21;SDS011;1;-29.848;30.922;2017-11-29T11:53:47.881290+00:00;P1;22.07
21;SDS011;1;-29.848;30.922;2017-11-29T12:08:16.593207+00:00;P2;4.97
21;SDS011;1;-29.848;30.922;2017-11-29T12:08:16.593207+00:00;P1;10.30
21;SDS011;1;-29.848;30.922;2017-11-29T12:11:17.708897+00:00;P2;5.03
21;SDS011;1;-29.848;30.922;2017-11-29T12:11:17.708897+00:00;P1;14.30
21;SDS011;1;-29.848;30.922;2017-11-29T12:19:21.393211+00:00;P2;4.50
21;SDS011;1;-29.848;30.922;2017-11-29T12:19:21.393211+00:00;P1;17.30
21;SDS011;1;-29.848;30.922;2017-11-29T12:22:15.753054+00:00;P2;4.87
21;SDS011;1;-29.848;30.922;2017-11-29T12:22:15.753054+00:00;P1;10.40
21;SDS011;1;-29.848;30.922;2017-11-29T12:25:11.137091+00:00;P2;5.10
21;SDS011;1;-29.848;30.922;2017-11-29T12:25:11.137091+00:00;P1;16.10
21;SDS011;1;-29.848;30.922;2017-11-29T13:31:24.246254+00:00;P2;5.33
21;SDS011;1;-29.848;30.922;2017-11-29T13:31:24.246254+00:00;P1;10.07
21;SDS011;1;-29.848;30.922;2017-11-29T13:37:04.368325+00:00;P2;6.10
21;SDS011;1;-29.848;30.922;2017-11-29T13:37:04.368325+00:00;P1;21.13
21;SDS011;1;-29.848;30.922;2017-11-29T13:39:59.822340+00:00;P2;5.73
21;SDS011;1;-29.848;30.922;2017-11-29T13:39:59.822340+00:00;P1;14.97
21;SDS011;1;-29.848;30.922;2017-11-29T13:50:22.814408+00:00;P2;5.50
21;SDS011;1;-29.848;30.922;2017-11-29T13:50:22.814408+00:00;P1;10.83
21;SDS011;1;-29.848;30.922;2017-11-29T13:53:16.552588+00:00;P2;6.60
21;SDS011;1;-29.848;30.922;2017-11-29T13:53:16.552588+00:00;P1;18.00
21;SDS011;1;-29.848;30.922;2017-11-29T13:56:10.389137+00:00;P2;6.30
21;SDS011;1;-29.848;30.922;2017-11-29T13:56:10.389137+00:00;P1;12.23
21;SDS011;1;-29.848;30.922;2017-11-29T14:01:49.848474+00:00;P2;5.90
21;SDS011;1;-29.848;30.922;2017-11-29T14:01:49.848474+00:00;P1;14.37
21;SDS011;1;-29.848;30.922;2017-11-29T14:04:42.117471+00:00;P2;5.73
21;SDS011;1;-29.848;30.922;2017-11-29T14:04:42.117471+00:00;P1;12.87
21;SDS011;1;-29.848;30.922;2017-11-29T14:07:34.696996+00:00;P2;5.80
21;SDS011;1;-29.848;30.922;2017-11-29T14:07:34.696996+00:00;P1;10.90
21;SDS011;1;-29.848;30.922;2017-11-29T14:10:29.684099+00:00;P2;6.17
21;SDS011;1;-29.848;30.922;2017-11-29T14:10:29.684099+00:00;P1;17.50
21;SDS011;1;-29.848;30.922;2017-11-29T14:13:23.272603+00:00;P2;6.73
21;SDS011;1;-29.848;30.922;2017-11-29T14:13:23.272603+00:00;P1;15.53
21;SDS011;1;-29.848;30.922;2017-11-29T14:16:17.551612+00:00;P2;11.47
21;SDS011;1;-29.848;30.922;2017-11-29T14:16:17.551612+00:00;P1;30.03
21;SDS011;1;-29.848;30.922;2017-11-29T14:19:09.544483+00:00;P2;12.60
21;SDS011;1;-29.848;30.922;2017-11-29T14:19:09.544483+00:00;P1;42.93
21;SDS011;1;-29.848;30.922;2017-11-29T14:22:01.907773+00:00;P2;14.40
21;SDS011;1;-29.848;30.922;2017-11-29T14:22:01.907773+00:00;P1;33.53
21;SDS011;1;-29.848;30.922;2017-11-29T14:42:48.458469+00:00;P2;11.70
21;SDS011;1;-29.848;30.922;2017-11-29T14:42:48.458469+00:00;P1;22.50
21;SDS011;1;-29.848;30.922;2017-11-29T14:45:43.933729+00:00;P2;8.30
21;SDS011;1;-29.848;30.922;2017-11-29T14:45:43.933729+00:00;P1;14.60
21;SDS011;1;-29.848;30.922;2017-11-29T14:49:42.005562+00:00;P2;9.60
21;SDS011;1;-29.848;30.922;2017-11-29T14:49:42.005562+00:00;P1;20.97
21;SDS011;1;-29.848;30.922;2017-11-29T14:55:39.361055+00:00;P2;7.67
21;SDS011;1;-29.848;30.922;2017-11-29T14:55:39.361055+00:00;P1;19.17
21;SDS011;1;-29.848;30.922;2017-11-29T14:58:53.192897+00:00;P2;8.27
21;SDS011;1;-29.848;30.922;2017-11-29T14:58:53.192897+00:00;P1;20.50
21;SDS011;1;-29.848;30.922;2017-11-29T15:01:37.727350+00:00;P2;8.90
21;SDS011;1;-29.848;30.922;2017-11-29T15:01:37.727350+00:00;P1;17.90
21;SDS011;1;-29.848;30.922;2017-11-29T15:04:45.166019+00:00;P2;8.77
21;SDS011;1;-29.848;30.922;2017-11-29T15:04:45.166019+00:00;P1;22.57
21;SDS011;1;-29.848;30.922;2017-11-29T15:07:31.250069+00:00;P2;8.03
21;SDS011;1;-29.848;30.922;2017-11-29T15:07:31.250069+00:00;P1;21.47
21;SDS011;1;-29.848;30.922;2017-11-29T15:10:24.415145+00:00;P2;7.70
21;SDS011;1;-29.848;30.922;2017-11-29T15:10:24.415145+00:00;P1;16.77
21;SDS011;1;-29.848;30.922;2017-11-29T15:13:15.566183+00:00;P2;7.43
21;SDS011;1;-29.848;30.922;2017-11-29T15:13:15.566183+00:00;P1;16.13
21;SDS011;1;-29.848;30.922;2017-11-29T15:16:09.277026+00:00;P2;8.10
21;SDS011;1;-29.848;30.922;2017-11-29T15:16:09.277026+00:00;P1;25.17
21;SDS011;1;-29.848;30.922;2017-11-29T15:19:00.821931+00:00;P2;9.30
21;SDS011;1;-29.848;30.922;2017-11-29T15:19:00.821931+00:00;P1;28.07
21;SDS011;1;-29.848;30.922;2017-11-29T15:22:35.570911+00:00;P2;8.20
21;SDS011;1;-29.848;30.922;2017-11-29T15:22:35.570911+00:00;P1;16.97
21;SDS011;1;-29.848;30.922;2017-11-29T15:25:28.307935+00:00;P2;9.03
21;SDS011;1;-29.848;30.922;2017-11-29T15:25:28.307935+00:00;P1;36.57
21;SDS011;1;-29.848;30.922;2017-11-29T15:25:48.158249+00:00;humidity;59.50
21;SDS011;1;-29.848;30.922;2017-11-29T15:25:48.158249+00:00;temperature;23.90
21;SDS011;1;-29.848;30.922;2017-11-29T15:28:41.241296+00:00;P2;6.53
21;SDS011;1;-29.848;30.922;2017-11-29T15:28:41.241296+00:00;P1;16.90
21;SDS011;1;-29.848;30.922;2017-11-29T15:28:57.078356+00:00;humidity;57.90
21;SDS011;1;-29.848;30.922;2017-11-29T15:28:57.078356+00:00;temperature;23.90
21;SDS011;1;-29.848;30.922;2017-11-29T15:31:46.605488+00:00;P2;7.10
21;SDS011;1;-29.848;30.922;2017-11-29T15:31:46.605488+00:00;P1;25.37
21;SDS011;1;-29.848;30.922;2017-11-29T15:32:03.752547+00:00;humidity;55.90
21;SDS011;1;-29.848;30.922;2017-11-29T15:32:03.752547+00:00;temperature;24.20
21;SDS011;1;-29.848;30.922;2017-11-29T15:34:54.789158+00:00;P2;7.50
21;SDS011;1;-29.848;30.922;2017-11-29T15:34:54.789158+00:00;P1;26.07
21;SDS011;1;-29.848;30.922;2017-11-29T15:35:17.328174+00:00;humidity;55.50
21;SDS011;1;-29.848;30.922;2017-11-29T15:35:17.328174+00:00;temperature;24.30
21;SDS011;1;-29.848;30.922;2017-11-29T15:38:07.401782+00:00;P2;8.90
21;SDS011;1;-29.848;30.922;2017-11-29T15:38:07.401782+00:00;P1;28.43
21;SDS011;1;-29.848;30.922;2017-11-29T15:38:23.122286+00:00;humidity;55.50
21;SDS011;1;-29.848;30.922;2017-11-29T15:38:23.122286+00:00;temperature;24.30
21;SDS011;1;-29.848;30.922;2017-11-29T15:41:15.906924+00:00;P2;7.63
21;SDS011;1;-29.848;30.922;2017-11-29T15:41:15.906924+00:00;P1;16.37
21;SDS011;1;-29.848;30.922;2017-11-29T15:41:31.721184+00:00;humidity;55.50
21;SDS011;1;-29.848;30.922;2017-11-29T15:41:31.721184+00:00;temperature;24.30
21;SDS011;1;-29.848;30.922;2017-11-29T15:44:21.883354+00:00;P2;9.10
21;SDS011;1;-29.848;30.922;2017-11-29T15:44:21.883354+00:00;P1;26.93
21;SDS011;1;-29.848;30.922;2017-11-29T15:44:38.023510+00:00;humidity;55.50
21;SDS011;1;-29.848;30.922;2017-11-29T15:44:38.023510+00:00;temperature;24.40
21;SDS011;1;-29.848;30.922;2017-11-29T15:47:30.190615+00:00;P2;8.17
21;SDS011;1;-29.848;30.922;2017-11-29T15:47:30.190615+00:00;P1;28.87
21;SDS011;1;-29.848;30.922;2017-11-29T15:47:46.266602+00:00;humidity;55.60
21;SDS011;1;-29.848;30.922;2017-11-29T15:47:46.266602+00:00;temperature;24.40
21;SDS011;1;-29.848;30.922;2017-11-29T15:50:36.489340+00:00;P2;7.90
21;SDS011;1;-29.848;30.922;2017-11-29T15:50:36.489340+00:00;P1;18.50
21;SDS011;1;-29.848;30.922;2017-11-29T15:50:52.581961+00:00;humidity;55.70
21;SDS011;1;-29.848;30.922;2017-11-29T15:50:52.581961+00:00;temperature;24.40
21;SDS011;1;-29.848;30.922;2017-11-29T15:53:45.180162+00:00;P2;9.40
21;SDS011;1;-29.848;30.922;2017-11-29T15:53:45.180162+00:00;P1;28.07
21;SDS011;1;-29.848;30.922;2017-11-29T15:54:01.026601+00:00;humidity;55.80
21;SDS011;1;-29.848;30.922;2017-11-29T15:54:01.026601+00:00;temperature;24.40
21;SDS011;1;-29.848;30.922;2017-11-29T15:56:51.136550+00:00;P2;7.30
21;SDS011;1;-29.848;30.922;2017-11-29T15:56:51.136550+00:00;P1;21.23
21;SDS011;1;-29.848;30.922;2017-11-29T15:57:07.206170+00:00;humidity;55.90
21;SDS011;1;-29.848;30.922;2017-11-29T15:57:07.206170+00:00;temperature;24.40
21;SDS011;1;-29.848;30.922;2017-11-29T16:03:06.536993+00:00;P2;8.77
21;SDS011;1;-29.848;30.922;2017-11-29T16:03:06.536993+00:00;P1;31.27
21;SDS011;1;-29.848;30.922;2017-11-29T16:03:22.901391+00:00;humidity;56.00
21;SDS011;1;-29.848;30.922;2017-11-29T16:03:22.901391+00:00;temperature;24.40
21;SDS011;1;-29.848;30.922;2017-11-29T16:06:13.635818+00:00;P2;9.63
21;SDS011;1;-29.848;30.922;2017-11-29T16:06:13.635818+00:00;P1;25.93
21;SDS011;1;-29.848;30.922;2017-11-29T16:06:32.104441+00:00;humidity;56.90
21;SDS011;1;-29.848;30.922;2017-11-29T16:06:32.104441+00:00;temperature;24.40
21;SDS011;1;-29.848;30.922;2017-11-29T16:09:21.543957+00:00;P2;8.70
21;SDS011;1;-29.848;30.922;2017-11-29T16:09:21.543957+00:00;P1;18.93
21;SDS011;1;-29.848;30.922;2017-11-29T16:09:37.596989+00:00;humidity;56.10
21;SDS011;1;-29.848;30.922;2017-11-29T16:09:37.596989+00:00;temperature;24.30
21;SDS011;1;-29.848;30.922;2017-11-29T16:12:27.826964+00:00;P2;9.13
21;SDS011;1;-29.848;30.922;2017-11-29T16:12:27.826964+00:00;P1;23.07
21;SDS011;1;-29.848;30.922;2017-11-29T16:12:45.398877+00:00;humidity;56.30
21;SDS011;1;-29.848;30.922;2017-11-29T16:12:45.398877+00:00;temperature;24.30
21;SDS011;1;-29.848;30.922;2017-11-29T16:15:37.302323+00:00;P2;8.80
21;SDS011;1;-29.848;30.922;2017-11-29T16:15:37.302323+00:00;P1;14.03
21;SDS011;1;-29.848;30.922;2017-11-29T16:15:53.544858+00:00;humidity;56.30
21;SDS011;1;-29.848;30.922;2017-11-29T16:15:53.544858+00:00;temperature;24.30
21;SDS011;1;-29.848;30.922;2017-11-29T16:18:48.555288+00:00;P2;8.30
21;SDS011;1;-29.848;30.922;2017-11-29T16:18:48.555288+00:00;P1;17.53
21;SDS011;1;-29.848;30.922;2017-11-29T16:19:11.791570+00:00;humidity;56.40
21;SDS011;1;-29.848;30.922;2017-11-29T16:19:11.791570+00:00;temperature;24.40
21;SDS011;1;-29.848;30.922;2017-11-29T16:25:21.542487+00:00;P2;8.50
21;SDS011;1;-29.848;30.922;2017-11-29T16:25:21.542487+00:00;P1;17.03
21;SDS011;1;-29.848;30.922;2017-11-29T16:25:38.915777+00:00;humidity;56.50
21;SDS011;1;-29.848;30.922;2017-11-29T16:25:38.915777+00:00;temperature;24.30
21;SDS011;1;-29.848;30.922;2017-11-29T16:28:41.584016+00:00;P2;8.40
21;SDS011;1;-29.848;30.922;2017-11-29T16:28:41.584016+00:00;P1;22.53
21;SDS011;1;-29.848;30.922;2017-11-29T16:29:00.866198+00:00;humidity;56.50
21;SDS011;1;-29.848;30.922;2017-11-29T16:29:00.866198+00:00;temperature;24.30
21;SDS011;1;-29.848;30.922;2017-11-29T16:31:58.669933+00:00;P2;9.40
21;SDS011;1;-29.848;30.922;2017-11-29T16:31:58.669933+00:00;P1;22.90
21;SDS011;1;-29.848;30.922;2017-11-29T16:32:15.404416+00:00;humidity;57.20
21;SDS011;1;-29.848;30.922;2017-11-29T16:32:15.404416+00:00;temperature;24.30
21;SDS011;1;-29.848;30.922;2017-11-29T16:35:17.918020+00:00;P2;9.23
21;SDS011;1;-29.848;30.922;2017-11-29T16:35:17.918020+00:00;P1;18.93
21;SDS011;1;-29.848;30.922;2017-11-29T16:35:32.617012+00:00;humidity;56.60
21;SDS011;1;-29.848;30.922;2017-11-29T16:35:32.617012+00:00;temperature;24.30
21;SDS011;1;-29.848;30.922;2017-11-29T16:38:34.502286+00:00;P2;9.20
21;SDS011;1;-29.848;30.922;2017-11-29T16:38:34.502286+00:00;P1;21.37
21;SDS011;1;-29.848;30.922;2017-11-29T16:38:50.743837+00:00;humidity;56.80
21;SDS011;1;-29.848;30.922;2017-11-29T16:38:50.743837+00:00;temperature;24.20
21;SDS011;1;-29.848;30.922;2017-11-29T16:41:48.246492+00:00;P2;8.70
21;SDS011;1;-29.848;30.922;2017-11-29T16:41:48.246492+00:00;P1;16.90
21;SDS011;1;-29.848;30.922;2017-11-29T16:45:13.715219+00:00;P2;8.40
21;SDS011;1;-29.848;30.922;2017-11-29T16:45:13.715219+00:00;P1;21.40
21;SDS011;1;-29.848;30.922;2017-11-29T16:48:04.895519+00:00;P2;8.83
21;SDS011;1;-29.848;30.922;2017-11-29T16:48:04.895519+00:00;P1;17.57
21;SDS011;1;-29.848;30.922;2017-11-29T16:48:21.347420+00:00;humidity;57.30
21;SDS011;1;-29.848;30.922;2017-11-29T16:48:21.347420+00:00;temperature;24.20
21;SDS011;1;-29.848;30.922;2017-11-29T16:51:16.738955+00:00;P2;8.53
21;SDS011;1;-29.848;30.922;2017-11-29T16:51:16.738955+00:00;P1;22.63
21;SDS011;1;-29.848;30.922;2017-11-29T16:51:42.604722+00:00;humidity;57.40
21;SDS011;1;-29.848;30.922;2017-11-29T16:51:42.604722+00:00;temperature;24.20
21;SDS011;1;-29.848;30.922;2017-11-29T16:54:28.215699+00:00;P2;8.50
21;SDS011;1;-29.848;30.922;2017-11-29T16:54:28.215699+00:00;P1;24.53
21;SDS011;1;-29.848;30.922;2017-11-29T16:54:46.111462+00:00;humidity;57.60
21;SDS011;1;-29.848;30.922;2017-11-29T16:54:46.111462+00:00;temperature;24.20
21;SDS011;1;-29.848;30.922;2017-11-29T16:57:43.209258+00:00;P2;9.10
21;SDS011;1;-29.848;30.922;2017-11-29T16:57:43.209258+00:00;P1;23.13
21;SDS011;1;-29.848;30.922;2017-11-29T16:58:09.727854+00:00;humidity;57.50
21;SDS011;1;-29.848;30.922;2017-11-29T16:58:09.727854+00:00;temperature;24.30
21;SDS011;1;-29.848;30.922;2017-11-29T17:00:59.089509+00:00;P2;8.63
21;SDS011;1;-29.848;30.922;2017-11-29T17:00:59.089509+00:00;P1;20.13
21;SDS011;1;-29.848;30.922;2017-11-29T17:01:16.121170+00:00;humidity;57.40
21;SDS011;1;-29.848;30.922;2017-11-29T17:01:16.121170+00:00;temperature;24.30
